Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
3000000.00,20180516_1907_15,375.54,482.98,858.52,0.0000,0.0000,0.0000,20180516_1905_16,20180516_1907_15,3,374.89,375.25,375.54,482.14,482.68,482.98,857.03,857.92,858.52
3003750.00,20180516_1907_15,375.56,482.98,858.54,0.0053,0.0000,0.0023,20180516_1905_17,20180516_1907_15,3,374.89,375.29,375.56,482.14,482.68,482.98,857.03,857.96,858.54
3007505.00,20180516_1907_15,375.56,482.98,858.54,0.0027,0.0000,0.0012,20180516_1905_17,20180516_1907_15,3,374.89,375.29,375.56,482.35,482.75,482.98,857.24,858.03,858.54
3011264.00,20180516_1907_15,375.56,482.91,858.47,0.0018,0.0145,0.0074,20180516_1905_17,20180516_1907_15,3,374.95,375.31,375.56,482.35,482.72,482.91,857.30,858.03,858.47
3015028.00,20180516_1907_15,375.56,482.91,858.47,0.0013,0.0109,0.0055,20180516_1905_17,20180516_1907_15,3,374.95,375.31,375.56,482.75,482.84,482.91,857.70,858.14,858.47
3018797.00,20180516_1907_15,375.56,482.91,858.47,0.0011,0.0087,0.0044,20180516_1905_17,20180516_1907_15,3,375.05,375.37,375.56,482.75,482.84,482.91,857.80,858.20,858.47
3022571.00,20180516_1907_15,375.56,482.86,858.42,0.0009,0.0176,0.0095,20180516_1905_17,20180516_1907_15,3,375.05,375.37,375.56,482.75,482.82,482.86,857.80,858.19,858.42
3026349.00,20180516_1907_15,375.55,482.86,858.41,0.0019,0.0151,0.0093,20180516_1905_17,20180516_1907_15,3,375.05,375.36,375.55,482.74,482.81,482.86,857.79,858.18,858.41
3030132.00,20180516_1907_15,375.55,482.86,858.41,0.0017,0.0132,0.0082,20180516_1905_17,20180516_1907_15,3,375.35,375.47,375.55,482.74,482.81,482.86,858.09,858.29,858.41
3033919.00,20180516_1907_15,375.55,482.95,858.50,0.0015,0.0069,0.0032,20180516_1905_17,20180516_1907_15,3,375.35,375.47,375.55,482.74,482.84,482.95,858.09,858.32,858.50
3037712.00,20180516_1907_15,375.63,482.95,858.58,0.0200,0.0062,0.0122,20180516_1905_17,20180516_1907_15,3,375.35,375.50,375.63,482.77,482.85,482.95,858.12,858.35,858.58
3041509.00,20180516_1907_16,375.63,482.95,858.58,0.0181,0.0056,0.0111,20180516_1905_17,20180516_1907_16,3,375.47,375.54,375.63,482.77,482.85,482.95,858.24,858.39,858.58
3045311.00,20180516_1907_16,375.63,482.91,858.54,0.0166,0.0031,0.0055,20180516_1905_17,20180516_1907_16,3,375.47,375.54,375.63,482.77,482.83,482.91,858.24,858.38,858.54
3049117.00,20180516_1907_16,375.60,482.91,858.51,0.0074,0.0029,0.0016,20180516_1905_17,20180516_1907_16,3,375.47,375.53,375.60,482.70,482.82,482.91,858.17,858.35,858.51
