Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
41000.00,20180516_1730_05,244.71,468.19,712.90,0.0000,0.0000,0.0000,20180516_1602_53,20180516_1730_05,10,241.37,244.31,245.95,467.19,468.65,469.44,708.56,712.96,715.39
41051.25,20180516_1730_05,244.71,468.34,713.05,0.0000,0.0320,0.0210,20180516_1602_53,20180516_1730_05,10,241.37,244.31,245.95,467.75,468.82,469.44,709.12,713.14,715.39
41102.56,20180516_1730_05,244.69,468.34,713.03,0.0082,0.0160,0.0077,20180516_1602_53,20180516_1730_05,10,241.57,244.41,245.95,467.75,468.89,469.46,709.32,713.30,715.41
41153.94,20180516_1730_05,244.69,468.75,713.44,0.0055,0.0981,0.0626,20180516_1602_53,20180516_1730_05,10,241.57,244.48,245.96,467.81,468.93,469.46,709.38,713.41,715.42
41205.38,20180516_1730_05,245.30,468.75,714.05,0.2446,0.0736,0.1323,20180516_1602_53,20180516_1730_05,10,242.19,244.66,245.96,467.81,469.04,469.46,710.00,713.69,715.42
41256.89,20180516_1730_05,245.30,468.75,714.05,0.1957,0.0589,0.1059,20180516_1602_54,20180516_1730_05,10,242.19,244.78,245.96,467.81,469.08,469.46,710.00,713.85,715.42
41308.46,20180516_1730_05,245.30,469.11,714.41,0.1631,0.1258,0.1386,20180516_1602_54,20180516_1730_05,10,242.19,244.87,246.44,468.39,469.19,469.46,710.58,714.06,715.90
41360.10,20180516_1730_05,245.93,469.11,715.04,0.3956,0.1078,0.2068,20180516_1602_54,20180516_1730_05,10,242.77,245.13,246.44,468.39,469.21,469.46,711.16,714.35,715.90
41411.80,20180516_1730_05,245.93,469.11,715.04,0.3461,0.0943,0.1809,20180516_1602_54,20180516_1730_05,10,242.77,245.22,246.44,468.39,469.21,469.46,711.16,714.43,715.90
41463.56,20180516_1730_06,246.52,469.38,715.90,0.5463,0.1413,0.2808,20180516_1602_54,20180516_1730_06,10,243.20,245.36,246.52,468.39,469.24,469.43,711.59,714.60,715.90
41515.39,20180516_1730_06,246.52,469.38,715.90,0.4916,0.1272,0.2527,20180516_1602_54,20180516_1730_06,10,243.20,245.57,246.70,468.39,469.24,469.43,711.59,714.81,716.13
