Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
6000000.00,20180516_1943_55,390.22,485.89,876.11,0.0000,0.0000,0.0000,20180516_1912_14,20180516_1943_55,3,389.73,390.01,390.22,485.80,485.84,485.89,875.53,875.85,876.11
6007500.00,20180516_1943_55,390.22,485.89,876.11,0.0000,0.0000,0.0000,20180516_1912_14,20180516_1943_55,3,389.75,390.02,390.22,485.80,485.84,485.89,875.55,875.86,876.11
6015010.00,20180516_1943_55,390.22,485.95,876.17,0.0000,0.0123,0.0068,20180516_1912_14,20180516_1943_55,3,389.75,390.02,390.22,485.80,485.91,485.99,875.55,875.93,876.17
6022528.00,20180516_1943_55,390.22,485.95,876.17,0.0000,0.0082,0.0046,20180516_1912_14,20180516_1943_55,3,389.75,390.02,390.22,485.95,486.10,486.35,876.09,876.12,876.17
6030057.00,20180516_1943_55,390.22,486.45,876.67,0.0000,0.1090,0.0605,20180516_1912_14,20180516_1943_55,3,389.72,390.01,390.22,486.35,486.43,486.49,876.07,876.44,876.67
6037594.00,20180516_1943_55,390.39,486.45,876.84,0.0435,0.0872,0.0677,20180516_1912_14,20180516_1943_55,3,389.72,390.16,390.39,486.33,486.42,486.49,876.05,876.59,876.87
6045141.00,20180516_1943_55,390.39,486.45,876.84,0.0363,0.0726,0.0565,20180516_1912_14,20180516_1943_55,3,389.74,390.17,390.39,486.33,486.42,486.49,876.07,876.59,876.87
6052698.00,20180516_1943_55,390.39,486.42,876.81,0.0311,0.0561,0.0450,20180516_1912_14,20180516_1943_55,3,389.74,390.17,390.39,486.33,486.43,486.55,876.07,876.60,876.93
6060263.00,20180516_1943_55,390.38,486.42,876.80,0.0247,0.0491,0.0382,20180516_1912_14,20180516_1943_55,3,389.74,390.20,390.49,486.31,486.43,486.55,876.05,876.63,877.04
6067839.00,20180516_1943_55,390.38,486.49,876.87,0.0219,0.0580,0.0419,20180516_1912_15,20180516_1943_55,3,390.08,390.32,390.49,486.31,486.45,486.55,876.39,876.77,877.04
6075424.00,20180516_1943_55,390.44,486.49,876.93,0.0351,0.0522,0.0446,20180516_1912_15,20180516_1943_55,3,390.08,390.34,390.49,486.31,486.45,486.55,876.39,876.79,877.04
6083018.00,20180516_1943_56,390.44,486.49,876.93,0.0319,0.0475,0.0405,20180516_1912_15,20180516_1943_56,3,390.08,390.34,390.49,486.31,486.45,486.55,876.39,876.79,877.04
6090622.00,20180516_1943_56,390.44,486.43,876.87,0.0292,0.0312,0.0303,20180516_1912_15,20180516_1943_56,3,390.29,390.41,390.49,486.31,486.43,486.55,876.60,876.84,877.04
6098235.00,20180516_1943_56,390.44,486.43,876.87,0.0270,0.0288,0.0280,20180516_1912_15,20180516_1943_56,3,390.29,390.41,390.49,486.31,486.42,486.52,876.60,876.83,877.01
6105858.00,20180516_1943_56,390.60,486.43,877.03,0.0660,0.0267,0.0442,20180516_1912_15,20180516_1943_56,3,390.29,390.50,390.62,486.33,486.43,486.52,876.62,876.93,877.14
6113490.00,20180516_1943_56,390.60,486.49,877.09,0.0616,0.0373,0.0481,20180516_1912_15,20180516_1943_56,3,390.29,390.50,390.62,486.33,486.45,486.52,876.62,876.95,877.14
6121132.00,20180516_1943_56,391.04,486.49,877.53,0.1702,0.0349,0.0952,20180516_1912_15,20180516_1943_56,3,390.31,390.66,391.04,486.33,486.45,486.54,876.64,877.11,877.53
6128783.00,20180516_1943_56,391.04,486.49,877.53,0.1602,0.0329,0.0896,20180516_1912_15,20180516_1943_56,3,390.31,390.81,391.08,486.33,486.45,486.54,876.64,877.26,877.62
6136444.00,20180516_1943_56,391.04,486.55,877.59,0.1513,0.0434,0.0915,20180516_1912_15,20180516_1943_56,3,390.31,390.81,391.08,486.31,486.47,486.55,876.62,877.28,877.62
6144115.00,20180516_1943_56,391.04,486.55,877.59,0.1433,0.0411,0.0867,20180516_1912_15,20180516_1943_56,3,390.41,390.84,391.08,486.31,486.45,486.55,876.72,877.29,877.59
6151795.00,20180516_1943_56,391.11,486.55,877.66,0.1540,0.0391,0.0903,20180516_1912_15,20180516_1943_56,3,390.41,390.86,391.11,486.31,486.45,486.55,876.72,877.31,877.66
6159485.00,20180516_1943_56,391.11,486.55,877.66,0.1427,0.0323,0.0815,20180516_1912_15,20180516_1943_56,3,390.41,390.86,391.11,486.38,486.47,486.55,876.79,877.33,877.66
6167184.00,20180516_1943_56,391.11,486.46,877.57,0.1313,0.0070,0.0624,20180516_1912_16,20180516_1943_56,3,390.92,391.03,391.11,486.38,486.45,486.51,877.30,877.48,877.57
6174893.00,20180516_1943_56,391.04,486.46,877.50,0.1020,0.0017,0.0464,20180516_1912_16,20180516_1943_56,3,390.92,391.01,391.08,486.38,486.45,486.51,877.30,877.46,877.59
6182612.00,20180516_1943_56,391.04,486.46,877.50,0.0916,0.0035,0.0389,20180516_1912_16,20180516_1943_56,3,390.92,391.01,391.08,486.35,486.44,486.51,877.27,877.45,877.59
6190340.00,20180516_1943_57,391.04,486.40,877.44,0.0811,0.0159,0.0273,20180516_1912_16,20180516_1943_57,3,390.92,391.01,391.08,486.35,486.40,486.45,877.27,877.41,877.53
6198078.00,20180516_1943_57,390.98,486.40,877.38,0.0574,0.0154,0.0170,20180516_1912_16,20180516_1943_57,3,390.92,390.98,391.03,486.35,486.40,486.45,877.27,877.38,877.48
6205825.00,20180516_1943_57,390.98,486.40,877.38,0.0499,0.0149,0.0140,20180516_1912_16,20180516_1943_57,3,390.92,390.98,391.03,486.36,486.40,486.45,877.28,877.38,877.48
6213583.00,20180516_1943_57,390.98,486.41,877.39,0.0423,0.0126,0.0119,20180516_1912_16,20180516_1943_57,3,390.90,390.97,391.03,486.36,486.42,486.48,877.26,877.39,877.51
6221350.00,20180516_1943_57,391.06,486.41,877.47,0.0551,0.0125,0.0176,20180516_1912_16,20180516_1943_57,3,390.90,391.01,391.08,486.36,486.42,486.48,877.26,877.43,877.56
6229126.00,20180516_1943_57,391.06,486.40,877.46,0.0464,0.0138,0.0130,20180516_1912_16,20180516_1943_57,3,390.90,391.01,391.08,486.40,486.43,486.48,877.32,877.45,877.56
6236913.00,20180516_1943_57,391.46,486.40,877.86,0.1406,0.0128,0.0556,20180516_1912_16,20180516_1943_57,3,390.91,391.15,391.46,486.40,486.43,486.47,877.33,877.58,877.86
6244709.00,20180516_1943_57,391.46,486.40,877.86,0.1276,0.0119,0.0503,20180516_1912_16,20180516_1943_57,3,390.91,391.27,391.46,486.40,486.43,486.47,877.33,877.70,877.90
6252515.00,20180516_1943_57,391.46,486.40,877.86,0.1146,0.0116,0.0447,20180516_1912_16,20180516_1943_57,3,390.91,391.27,391.46,486.40,486.47,486.53,877.44,877.73,877.90
6260330.00,20180516_1943_57,391.46,486.49,877.95,0.1015,0.0072,0.0493,20180516_1912_16,20180516_1943_57,3,390.98,391.29,391.46,486.49,486.51,486.53,877.51,877.80,877.95
6268156.00,20180516_1943_57,391.65,486.49,878.14,0.1390,0.0066,0.0657,20180516_1912_16,20180516_1943_57,3,390.98,391.44,391.69,486.49,486.51,486.53,877.51,877.95,878.21
6275991.00,20180516_1943_57,391.65,486.48,878.13,0.1256,0.0045,0.0585,20180516_1912_17,20180516_1943_57,3,390.98,391.44,391.69,486.48,486.51,486.53,877.51,877.95,878.21
6283836.00,20180516_1943_57,391.65,486.48,878.13,0.1178,0.0046,0.0551,20180516_1912_17,20180516_1943_57,3,390.98,391.44,391.69,486.48,486.56,486.66,877.64,878.00,878.23
6291691.00,20180516_1943_58,391.59,486.48,878.07,0.0947,0.0047,0.0449,20180516_1912_17,20180516_1943_58,3,391.44,391.57,391.68,486.48,486.56,486.66,878.07,878.13,878.22
6299555.00,20180516_1943_58,391.59,486.48,878.07,0.0877,0.0055,0.0421,20180516_1912_17,20180516_1943_58,3,391.44,391.57,391.68,486.48,486.56,486.66,878.07,878.13,878.22
6307430.00,20180516_1943_58,391.59,486.59,878.18,0.0807,0.0288,0.0519,20180516_1912_17,20180516_1943_58,3,391.44,391.57,391.68,486.46,486.61,486.78,878.14,878.18,878.22
