Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
2000000.00,20180516_1904_09,368.73,481.63,850.36,0.0000,0.0000,0.0000,20180516_1900_56,20180516_1904_09,3,368.00,368.29,368.73,480.77,481.07,481.63,848.81,849.36,850.36
2002500.00,20180516_1904_09,368.73,481.53,850.26,0.0000,0.0208,0.0118,20180516_1900_56,20180516_1904_09,3,368.12,368.33,368.73,480.77,481.04,481.53,848.92,849.37,850.26
2005003.00,20180516_1904_09,368.73,481.53,850.26,0.0000,0.0104,0.0059,20180516_1900_56,20180516_1904_09,3,368.12,368.41,368.73,480.86,481.10,481.53,849.03,849.51,850.26
2007509.00,20180516_1904_09,368.74,481.53,850.27,0.0027,0.0069,0.0027,20180516_1900_56,20180516_1904_09,3,368.12,368.42,368.74,480.86,481.10,481.53,849.03,849.52,850.27
2010019.00,20180516_1904_09,368.74,481.53,850.27,0.0020,0.0052,0.0021,20180516_1900_56,20180516_1904_09,3,368.39,368.51,368.74,480.91,481.18,481.53,849.31,849.69,850.27
2012531.00,20180516_1904_09,368.74,481.57,850.31,0.0016,0.0042,0.0031,20180516_1900_56,20180516_1904_09,3,368.40,368.55,368.74,481.09,481.35,481.57,849.61,849.90,850.31
2015047.00,20180516_1904_09,368.79,481.57,850.36,0.0149,0.0035,0.0084,20180516_1900_56,20180516_1904_09,3,368.52,368.61,368.79,481.38,481.45,481.57,849.90,850.06,850.36
2017566.00,20180516_1904_09,368.79,481.57,850.36,0.0128,0.0030,0.0072,20180516_1900_57,20180516_1904_09,3,368.52,368.61,368.79,481.38,481.45,481.57,849.90,850.06,850.36
2020088.00,20180516_1904_09,368.79,481.51,850.30,0.0112,0.0099,0.0007,20180516_1900_57,20180516_1904_09,3,368.52,368.61,368.79,481.39,481.44,481.51,849.92,850.05,850.30
2022613.00,20180516_1904_10,368.95,481.51,850.46,0.0533,0.0088,0.0182,20180516_1900_57,20180516_1904_10,3,368.53,368.68,368.95,481.38,481.44,481.51,849.91,850.11,850.46
