#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A7FEC1
#Date Time: 2018-11-30 13:32:30.339

Time (s),Math 1 (V)
-3.6225,-0.00876474
-3.62125,0.0160682
-3.62,0.028487
-3.61875,0.0348578
-3.6175,0.045985
-3.61625,0.0823789
-3.615,0.0737015
-3.61375,0.0323531
-3.6125,0.00548573
-3.61125,-0.0169898
-3.61,-0.0283983
-3.60875,-0.0351106
-3.6075,-0.0448907
-3.60625,-0.0802696
-3.605,-0.0749599
-3.60375,-0.0393366
-3.6025,-0.0091015
-3.60125,0.0164096
-3.6,0.0281502
-3.59875,0.0348578
-3.5975,0.0456482
-3.59625,0.0820421
-3.595,0.0740383
-3.59375,0.0323531
-3.5925,0.00615926
-3.59125,-0.0169945
-3.59,-0.0287397
-3.58875,-0.0354473
-3.5875,-0.0448907
-3.58625,-0.0799329
-3.585,-0.0749553
-3.58375,-0.0396733
-3.5825,-0.00943827
-3.58125,0.0160728
-3.58,0.0284916
-3.57875,0.0348624
-3.5775,0.0459896
-3.57625,0.0820421
-3.575,0.074375
-3.57375,0.0330267
-3.5725,0.00615926
-3.57125,-0.0166531
-3.57,-0.0283983
-3.56875,-0.0354473
-3.5675,-0.0445539
-3.56625,-0.0799329
-3.565,-0.0752921
-3.56375,-0.0396733
-3.5625,-0.00977504
-3.56125,0.0157361
-3.56,0.0284916
-3.55875,0.0348578
-3.5575,0.0456528
-3.55625,0.0817054
-3.555,0.0743704
-3.55375,0.0330267
-3.5525,0.00615926
-3.55125,-0.0166577
-3.55,-0.0283983
-3.54875,-0.0351106
-3.5475,-0.0442171
-3.54625,-0.0795961
-3.545,-0.0756288
-3.54375,-0.0400101
-3.5425,-0.00943365
-3.54125,0.0160728
-3.54,0.0284916
-3.53875,0.0345211
-3.5375,0.0453115
-3.53625,0.0817054
-3.535,0.0747072
-3.53375,0.0333634
-3.5325,0.00683279
-3.53125,-0.0166577
-3.53,-0.0280616
-3.52875,-0.0351106
-3.5275,-0.0442171
-3.52625,-0.0795961
-3.525,-0.0759656
-3.52375,-0.0403469
-3.5225,-0.0101072
-3.52125,0.0153993
-3.52,0.0284916
-3.51875,0.0348624
-3.5175,0.0449747
-3.51625,0.0817054
-3.515,0.0753807
-3.51375,0.0337002
-3.5125,0.00682817
-3.51125,-0.0163209
-3.51,-0.0280616
-3.50875,-0.0351106
-3.5075,-0.0442171
-3.50625,-0.0795961
-3.505,-0.075961
-3.50375,-0.0403469
-3.5025,-0.0101072
-3.50125,0.0153993
-3.5,0.0284916
-3.49875,0.0348624
-3.4975,0.0449793
-3.49625,0.0813686
-3.495,0.0753807
-3.49375,0.0337002
-3.4925,0.00716494
-3.49125,-0.0163209
-3.49,-0.0280616
-3.48875,-0.0347738
-3.4875,-0.0438804
-3.48625,-0.0792593
-3.485,-0.0762977
-3.48375,-0.0406836
-3.4825,-0.010444
-3.48125,0.0150625
-3.48,0.0281548
-3.47875,0.0345211
-3.4775,0.0446379
-3.47625,0.0813686
-3.475,0.0753761
-3.47375,0.0343737
-3.4725,0.00750171
-3.47125,-0.0159842
-3.47,-0.028403
-3.46875,-0.0347738
-3.4675,-0.0438804
-3.46625,-0.0789226
-3.465,-0.0762977
-3.46375,-0.0410158
-3.4625,-0.0107807
-3.46125,0.0154039
-3.46,0.0281548
-3.45875,0.0348624
-3.4575,0.0439644
-3.45625,0.0810318
-3.455,0.0757129
-3.45375,0.0343737
-3.4525,0.00783847
-3.45125,-0.0156474
-3.45,-0.0280662
-3.44875,-0.0347738
-3.4475,-0.0432022
-3.44625,-0.0785858
-3.445,-0.0766345
-3.44375,-0.0413526
-3.4425,-0.0111129
-3.44125,0.0150671
-3.44,0.0278181
-3.43875,0.0345257
-3.4375,0.0443058
-3.43625,0.0806951
-3.435,0.0760496
-3.43375,0.0347059
-3.4325,0.00783847
-3.43125,-0.0156474
-3.43,-0.0280662
-3.42875,-0.0347738
-3.4275,-0.0428654
-3.42625,-0.078249
-3.425,-0.0769666
-3.42375,-0.0416893
-3.4225,-0.0111129
-3.42125,0.0150671
-3.42,0.0278181
-3.41875,0.0345257
-3.4175,0.043969
-3.41625,0.0803583
-3.415,0.0767232
-3.41375,0.0350473
-3.4125,0.00749709
-3.41125,-0.0156474
-3.41,-0.0280662
-3.40875,-0.0347738
-3.4075,-0.0425287
-3.40625,-0.0785858
-3.405,-0.0776448
-3.40375,-0.0416893
-3.4025,-0.0114496
-3.40125,0.0147304
-3.4,0.0278181
-3.39875,0.0341843
-3.3975,0.0432909
-3.39625,0.0800169
-3.395,0.0767232
-3.39375,0.0347059
-3.3925,0.00783385
-3.39125,-0.0159888
-3.39,-0.0277294
-3.38875,-0.0347738
-3.3875,-0.0428701
-3.38625,-0.078249
-3.385,-0.0773034
-3.38375,-0.0416893
-3.3825,-0.0117864
-3.38125,0.0143936
-3.38,0.0278181
-3.37875,0.0345257
-3.3775,0.0432909
-3.37625,0.0800169
-3.375,0.0770553
-3.37375,0.0353794
-3.3725,0.00850739
-3.37125,-0.0153153
-3.37,-0.0277294
-3.36875,-0.0347738
-3.3675,-0.0428701
-3.36625,-0.078249
-3.365,-0.0779769
-3.36375,-0.0420261
-3.3625,-0.0117864
-3.36125,0.0143936
-3.36,0.0274813
-3.35875,0.0341843
-3.3575,0.0432909
-3.35625,0.0796801
-3.355,0.0777335
-3.35375,0.0353794
-3.3525,0.00817062
-3.35125,-0.015652
-3.35,-0.0277294
-3.34875,-0.0347738
-3.3475,-0.0425333
-3.34625,-0.0779123
-3.345,-0.0779769
-3.34375,-0.0423629
-3.3425,-0.0121232
-3.34125,0.0140568
-3.34,0.0274813
-3.33875,0.0345257
-3.3375,0.0429541
-3.33625,0.0800215
-3.335,0.0777288
-3.33375,0.0357162
-3.3325,0.00850739
-3.33125,-0.0153153
-3.33,-0.0277294
-3.32875,-0.0347738
-3.3275,-0.0421919
-3.32625,-0.0772341
-3.325,-0.0783137
-3.32375,-0.0426996
-3.3225,-0.0121185
-3.32125,0.0140568
-3.32,0.0274813
-3.31875,0.0345257
-3.3175,0.0429541
-3.31625,0.0796848
-3.315,0.0780656
-3.31375,0.0360529
-3.3125,0.00884415
-3.31125,-0.0153153
-3.31,-0.0277294
-3.30875,-0.034437
-3.3075,-0.0418551
-3.30625,-0.0768973
-3.305,-0.0786505
-3.30375,-0.0426996
-3.3025,-0.0124553
-3.30125,0.0140568
-3.3,0.0271445
-3.29875,0.0345257
-3.2975,0.0426173
-3.29625,0.0793434
-3.295,0.0784024
-3.29375,0.0363897
-3.2925,0.00918092
-3.29125,-0.0146417
-3.29,-0.0273927
-3.28875,-0.034437
-3.2875,-0.0421965
-3.28625,-0.0768973
-3.285,-0.0786459
-3.28375,-0.0430364
-3.2825,-0.0127921
-3.28125,0.0137201
-3.28,0.0271445
-3.27875,0.0338475
-3.2775,0.0422806
-3.27625,0.0790066
-3.275,0.0787391
-3.27375,0.0367265
-3.2725,0.00883953
-3.27125,-0.0146417
-3.27,-0.0273927
-3.26875,-0.034437
-3.2675,-0.0421965
-3.26625,-0.076902
-3.265,-0.0786459
-3.26375,-0.0433732
-3.2625,-0.0131288
-3.26125,0.0133833
-3.26,0.0271445
-3.25875,0.0341889
-3.2575,0.0422806
-3.25625,0.0786698
-3.255,0.0787345
-3.25375,0.0370632
-3.2525,0.00951307
-3.25125,-0.0146417
-3.25,-0.0273927
-3.24875,-0.034437
-3.2475,-0.0415184
-3.24625,-0.0765606
-3.245,-0.0793194
-3.24375,-0.0437099
-3.2425,-0.0131288
-3.24125,0.0137247
-3.24,0.0274859
-3.23875,0.0341889
-3.2375,0.0422806
-3.23625,0.0783331
-3.235,0.0790713
-3.23375,0.0370632
-3.2325,0.00951307
-3.23125,-0.0146417
-3.23,-0.0273927
-3.22875,-0.034437
-3.2275,-0.0418598
-3.22625,-0.075887
-3.225,-0.0796562
-3.22375,-0.0437099
-3.2225,-0.0138024
-3.22125,0.0137247
-3.22,0.0268078
-3.21875,0.0338521
-3.2175,0.0419438
-3.21625,0.0783331
-3.215,0.079408
-3.21375,0.0374
-3.2125,0.00951307
-3.21125,-0.0146417
-3.21,-0.0270559
-3.20875,-0.034437
-3.2075,-0.0418598
-3.20625,-0.075887
-3.205,-0.0796562
-3.20375,-0.0443835
-3.2025,-0.013461
-3.20125,0.0133879
-3.2,0.0268078
-3.19875,0.0341889
-3.1975,0.0419438
-3.19625,0.0779963
-3.195,0.079408
-3.19375,0.0374
-3.1925,0.00984521
-3.19125,-0.0139682
-3.19,-0.0270559
-3.18875,-0.034437
-3.1875,-0.0411816
-3.18625,-0.075887
-3.185,-0.0799929
-3.18375,-0.0440421
-3.1825,-0.0137978
-3.18125,0.0133879
-3.18,0.0271492
-3.17875,0.0338521
-3.1775,0.041607
-3.17625,0.0779963
-3.175,0.0797448
-3.17375,0.0373954
-3.1725,0.00984521
-3.17125,-0.0143096
-3.17,-0.0273927
-3.16875,-0.034437
-3.1675,-0.0411816
-3.16625,-0.0755503
-3.165,-0.0803297
-3.16375,-0.0443788
-3.1625,-0.0141345
-3.16125,0.0130512
-3.16,0.0268078
-3.15875,0.0338521
-3.1575,0.0412703
-3.15625,0.0776595
-3.155,0.0797448
-3.15375,0.0377322
-3.1525,0.0101866
-3.15125,-0.0139728
-3.15,-0.0270559
-3.14875,-0.0341003
-3.1475,-0.0408448
-3.14625,-0.0755503
-3.145,-0.0799883
-3.14375,-0.0447156
-3.1425,-0.0137978
-3.14125,0.0130512
-3.14,0.0268124
-3.13875,0.0338521
-3.1375,0.0412703
-3.13625,0.076986
-3.135,0.080077
-3.13375,0.0380689
-3.1325,0.0105187
-3.13125,-0.0139728
-3.13,-0.0270559
-3.12875,-0.0337635
-3.1275,-0.0408448
-3.12625,-0.0755503
-3.125,-0.0803251
-3.12375,-0.0447156
-3.1225,-0.0148081
-3.12125,0.0127144
-3.12,0.0268078
-3.11875,0.0338521
-3.1175,0.0412703
-3.11625,0.0773228
-3.115,0.0804137
-3.11375,0.0380689
-3.1125,0.0105187
-3.11125,-0.0139728
-3.11,-0.0270559
-3.10875,-0.0341049
-3.1075,-0.0408448
-3.10625,-0.0748767
-3.105,-0.0806618
-3.10375,-0.0453891
-3.1025,-0.0148081
-3.10125,0.0127144
-3.1,0.0268078
-3.09875,0.0335154
-3.0975,0.0409335
-3.09625,0.0773228
-3.095,0.0804137
-3.09375,0.0384057
-3.0925,0.0105187
-3.09125,-0.013636
-3.09,-0.0270559
-3.08875,-0.0341049
-3.0875,-0.0405081
-3.08625,-0.0748767
-3.085,-0.0806618
-3.08375,-0.0453891
-3.0825,-0.0151448
-3.08125,0.0123823
-3.08,0.0268078
-3.07875,0.0338521
-3.0775,0.0405967
-3.07625,0.0773228
-3.075,0.0810873
-3.07375,0.0387425
-3.0725,0.0111923
-3.07125,-0.0132993
-3.07,-0.0270559
-3.06875,-0.0341049
-3.0675,-0.0401713
-3.06625,-0.0748767
-3.065,-0.0809986
-3.06375,-0.0457259
-3.0625,-0.0151448
-3.06125,0.0123823
-3.06,0.0268124
-3.05875,0.0338521
-3.0575,0.0405967
-3.05625,0.076986
-3.055,0.0810873
-3.05375,0.0390792
-3.0525,0.0111923
-3.05125,-0.0132993
-3.05,-0.0270559
-3.04875,-0.0337635
-3.0475,-0.0401713
-3.04625,-0.0742032
-3.045,-0.0806572
-3.04375,-0.0457259
-3.0425,-0.0151402
-3.04125,0.0120455
-3.04,0.026471
-3.03875,0.0335154
-3.0375,0.0405967
-3.03625,0.0766446
-3.035,0.0817608
-3.03375,0.039416
-3.0325,0.0111877
-3.03125,-0.0133039
-3.03,-0.0267191
-3.02875,-0.0337681
-3.0275,-0.0401713
-3.02625,-0.0742032
-3.025,-0.080994
-3.02375,-0.0460627
-3.0225,-0.015477
-3.02125,0.0120455
-3.02,0.0268124
-3.01875,0.0338568
-3.0175,0.0405967
-3.01625,0.0766492
-3.015,0.0817608
-3.01375,0.0397528
-3.0125,0.0115244
-3.01125,-0.0129625
-3.01,-0.0267191
-3.00875,-0.0337681
-3.0075,-0.0401713
-3.00625,-0.0738618
-3.005,-0.0813308
-3.00375,-0.0463994
-3.0025,-0.015477
-3.00125,0.0117087
-3,0.0268124
-2.99875,0.03352
-2.9975,0.04026
-2.99625,0.0763125
-2.995,0.0817608
-2.99375,0.0400895
-2.9925,0.0118612
-2.99125,-0.0129671
-2.99,-0.0267191
-2.98875,-0.0337681
-2.9875,-0.0401713
-2.98625,-0.0738664
-2.985,-0.0813308
-2.98375,-0.0467362
-2.9825,-0.0158137
-2.98125,0.0117087
-2.98,0.026471
-2.97875,0.0338568
-2.9775,0.04026
-2.97625,0.0759711
-2.975,0.0820929
-2.97375,0.0404263
-2.9725,0.012198
-2.97125,-0.0126304
-2.97,-0.0267191
-2.96875,-0.0334313
-2.9675,-0.0398345
-2.96625,-0.0731883
-2.965,-0.0816675
-2.96375,-0.0463948
-2.9625,-0.0161505
-2.96125,0.0117087
-2.96,0.0268124
-2.95875,0.0338568
-2.9575,0.04026
-2.95625,0.0759757
-2.955,0.0820929
-2.95375,0.0407631
-2.9525,0.0125347
-2.95125,-0.0126304
-2.95,-0.0263824
-2.94875,-0.0334313
-2.9475,-0.0398345
-2.94625,-0.0731883
-2.945,-0.0816629
-2.94375,-0.0467316
-2.9425,-0.0161459
-2.94125,0.0117133
-2.94,0.0264756
-2.93875,0.03352
-2.9375,0.0399232
-2.93625,0.0756343
-2.935,0.0824297
-2.93375,0.0407631
-2.9325,0.012198
-2.93125,-0.0126304
-2.93,-0.0263824
-2.92875,-0.0334313
-2.9275,-0.0398345
-2.92625,-0.0725148
-2.925,-0.0816629
-2.92375,-0.0470683
-2.9225,-0.0164826
-2.92125,0.0113766
-2.92,0.0264756
-2.91875,0.03352
-2.9175,0.0399232
-2.91625,0.0752975
-2.915,0.0827665
-2.91375,0.0410998
-2.9125,0.0128715
-2.91125,-0.0126304
-2.91,-0.0263824
-2.90875,-0.0334313
-2.9075,-0.0398345
-2.90625,-0.0725148
-2.905,-0.0819997
-2.90375,-0.0474051
-2.9025,-0.0168194
-2.90125,0.0113766
-2.9,0.0264756
-2.89875,0.03352
-2.8975,0.0395864
-2.89625,0.0749608
-2.895,0.0827665
-2.89375,0.0414366
-2.8925,0.0128669
-2.89125,-0.0122936
-2.89,-0.0260456
-2.88875,-0.0330946
-2.8875,-0.0394978
-2.88625,-0.072178
-2.885,-0.0819997
-2.88375,-0.0477419
-2.8825,-0.0168194
-2.88125,0.0110398
-2.88,0.0261389
-2.87875,0.0331832
-2.8775,0.0395864
-2.87625,0.074624
-2.875,0.0827619
-2.87375,0.041432
-2.8725,0.0128669
-2.87125,-0.0119568
-2.87,-0.026387
-2.86875,-0.0330946
-2.8675,-0.0394978
-2.86625,-0.0718412
-2.865,-0.0823364
-2.86375,-0.0480786
-2.8625,-0.0174929
-2.86125,0.010703
-2.86,0.0261389
-2.85875,0.0331832
-2.8575,0.0395864
-2.85625,0.074624
-2.855,0.0830986
-2.85375,0.0417687
-2.8525,0.0132036
-2.85125,-0.0119615
-2.85,-0.0260502
-2.84875,-0.0330946
-2.8475,-0.0394978
-2.84625,-0.0715045
-2.845,-0.0826732
-2.84375,-0.0484154
-2.8425,-0.0174929
-2.84125,0.010703
-2.84,0.0261389
-2.83875,0.0331832
-2.8375,0.0395864
-2.83625,0.0739505
-2.835,0.0830986
-2.83375,0.0421055
-2.8325,0.0135404
-2.83125,-0.0116201
-2.83,-0.0260502
-2.82875,-0.0330946
-2.8275,-0.0394978
-2.82625,-0.0711677
-2.825,-0.0826732
-2.82375,-0.0484154
-2.8225,-0.0174883
-2.82125,0.0103663
-2.82,0.0261389
-2.81875,0.0331832
-2.8175,0.0392497
-2.81625,0.0739505
-2.815,0.0830986
-2.81375,0.0424423
-2.8125,0.0138772
-2.81125,-0.0119615
-2.81,-0.0260502
-2.80875,-0.0327578
-2.8075,-0.039161
-2.80625,-0.0711677
-2.805,-0.08301
-2.80375,-0.0490889
-2.8025,-0.0181665
-2.80125,0.0103663
-2.8,0.0261389
-2.79875,0.0328465
-2.7975,0.0392497
-2.79625,0.0739505
-2.795,0.0834354
-2.79375,0.0424423
-2.7925,0.0138772
-2.79125,-0.0116247
-2.79,-0.0260502
-2.78875,-0.0327578
-2.7875,-0.039161
-2.78625,-0.0708309
-2.785,-0.0826686
-2.78375,-0.0490889
-2.7825,-0.0181619
-2.78125,0.0103709
-2.78,0.0258021
-2.77875,0.0328465
-2.7775,0.0389129
-2.77625,0.0736137
-2.775,0.0837722
-2.77375,0.0431158
-2.7725,0.0142139
-2.77125,-0.0112879
-2.77,-0.0260502
-2.76875,-0.0327578
-2.7675,-0.039161
-2.76625,-0.0708309
-2.765,-0.0826686
-2.76375,-0.0490889
-2.7625,-0.0184986
-2.76125,0.0100341
-2.76,0.0258021
-2.75875,0.0328465
-2.7575,0.0392497
-2.75625,0.0736137
-2.755,0.0837722
-2.75375,0.0431158
-2.7525,0.0145507
-2.75125,-0.0112879
-2.75,-0.0257088
-2.74875,-0.0327578
-2.7475,-0.0388242
-2.74625,-0.0704942
-2.745,-0.0830053
-2.74375,-0.0494211
-2.7425,-0.0188354
-2.74125,0.0100341
-2.74,0.0258021
-2.73875,0.0331879
-2.7375,0.0389129
-2.73625,0.0732769
-2.735,0.0841089
-2.73375,0.0434526
-2.7325,0.0145461
-2.73125,-0.0109512
-2.73,-0.0260502
-2.72875,-0.0330992
-2.7275,-0.039161
-2.72625,-0.0701574
-2.725,-0.0830053
-2.72375,-0.0497625
-2.7225,-0.0191722
-2.72125,0.00969736
-2.72,0.0258021
-2.71875,0.0328465
-2.7175,0.0389129
-2.71625,0.0729402
-2.715,0.0841043
-2.71375,0.0437893
-2.7125,0.0145461
-2.71125,-0.0109512
-2.71,-0.0260502
-2.70875,-0.0327624
-2.7075,-0.0388242
-2.70625,-0.0701574
-2.705,-0.0833421
-2.70375,-0.0497579
-2.7025,-0.0195089
-2.70125,0.00969736
-2.7,0.0254653
-2.69875,0.0328511
-2.6975,0.0382347
-2.69625,0.0726034
-2.695,0.0841043
-2.69375,0.0441261
-2.6925,0.0148828
-2.69125,-0.0109558
-2.69,-0.0257134
-2.68875,-0.0327578
-2.6875,-0.0388242
-2.68625,-0.0698206
-2.685,-0.0836789
-2.68375,-0.0500946
-2.6825,-0.0198457
-2.68125,0.00936059
-2.68,0.0254653
-2.67875,0.0328511
-2.6775,0.0382394
-2.67625,0.0726034
-2.675,0.0847778
-2.67375,0.0444629
-2.6725,0.0148828
-2.67125,-0.0102776
-2.67,-0.0257134
-2.66875,-0.0327624
-2.6675,-0.0388242
-2.66625,-0.0694839
-2.665,-0.0836789
-2.66375,-0.0500946
-2.6625,-0.0195043
-2.66125,0.00902383
-2.66,0.0254653
-2.65875,0.0328511
-2.6575,0.0385761
-2.65625,0.0719299
-2.655,0.0847778
-2.65375,0.0444582
-2.6525,0.0152196
-2.65125,-0.0102822
-2.65,-0.0257134
-2.64875,-0.0327624
-2.6475,-0.0384875
-2.64625,-0.0691425
-2.645,-0.0836743
-2.64375,-0.0504314
-2.6425,-0.0195043
-2.64125,0.00936521
-2.64,0.0258067
-2.63875,0.0328511
-2.6375,0.0385761
-2.63625,0.0715931
-2.635,0.0847778
-2.63375,0.044795
-2.6325,0.0158931
-2.63125,-0.00960409
-2.63,-0.0253767
-2.62875,-0.0324257
-2.6275,-0.0388242
-2.62625,-0.0684689
-2.625,-0.084011
-2.62375,-0.0507682
-2.6225,-0.0201778
-2.62125,0.00868706
-2.62,0.0254699
-2.61875,0.0328511
-2.6175,0.0382347
-2.61625,0.0715931
-2.615,0.0851146
-2.61375,0.0451318
-2.6125,0.0155518
-2.61125,-0.0102822
-2.61,-0.0253813
-2.60875,-0.0324257
-2.6075,-0.0384875
-2.60625,-0.0684689
-2.605,-0.084011
-2.60375,-0.0511049
-2.6025,-0.0205146
-2.60125,0.00868706
-2.6,0.0254699
-2.59875,0.0328511
-2.5975,0.0382347
-2.59625,0.0712563
-2.595,0.08511
-2.59375,0.0454685
-2.5925,0.0158885
-2.59125,-0.00960871
-2.59,-0.0250399
-2.58875,-0.0324257
-2.5875,-0.0384875
-2.58625,-0.0684736
-2.585,-0.084011
-2.58375,-0.0514417
-2.5825,-0.0208514
-2.58125,0.00869168
-2.58,0.0254699
-2.57875,0.0328511
-2.5775,0.037898
-2.57625,0.070915
-2.575,0.08511
-2.57375,0.0458053
-2.5725,0.0162253
-2.57125,-0.00960871
-2.57,-0.0250399
-2.56875,-0.0324257
-2.5675,-0.0384875
-2.56625,-0.0677954
-2.565,-0.0843478
-2.56375,-0.0517785
-2.5625,-0.0215249
-2.56125,0.00835491
-2.56,0.0251332
-2.55875,0.0325143
-2.5575,0.0382347
-2.55625,0.0705782
-2.555,0.0854467
-2.55375,0.0461421
-2.5525,0.0162253
-2.55125,-0.00960871
-2.55,-0.0253813
-2.54875,-0.0324257
-2.5475,-0.0381461
-2.54625,-0.0674586
-2.545,-0.0843478
-2.54375,-0.0521152
-2.5425,-0.0211881
-2.54125,0.00835491
-2.54,0.0251332
-2.53875,0.0325143
-2.5375,0.037898
-2.53625,0.0699047
-2.535,0.0857835
-2.53375,0.0464788
-2.5325,0.0165621
-2.53125,-0.00960871
-2.53,-0.0253813
-2.52875,-0.0320889
-2.5275,-0.0384828
-2.52625,-0.0671219
-2.525,-0.0846846
-2.52375,-0.0517738
-2.5225,-0.0215249
-2.52125,0.00801815
-2.52,0.0247964
-2.51875,0.0325143
-2.5175,0.037898
-2.51625,0.0699047
-2.515,0.0857835
-2.51375,0.0464788
-2.5125,0.0168988
-2.51125,-0.00927194
-2.51,-0.0250445
-2.50875,-0.0324257
-2.5075,-0.0384875
-2.50625,-0.0671265
-2.505,-0.0843432
-2.50375,-0.0524474
-2.5025,-0.0215203
-2.50125,0.00768138
-2.5,0.0247964
-2.49875,0.0325143
-2.4975,0.037898
-2.49625,0.0695679
-2.495,0.0861203
-2.49375,0.0468156
-2.4925,0.0172356
-2.49125,-0.00927656
-2.49,-0.0250445
-2.48875,-0.0324257
-2.4875,-0.0381461
-2.48625,-0.0664483
-2.485,-0.0843432
-2.48375,-0.0524474
-2.4825,-0.0218571
-2.48125,0.00768138
-2.48,0.0247964
-2.47875,0.0325143
-2.4775,0.0375612
-2.47625,0.0692311
-2.475,0.0857789
-2.47375,0.0474891
-2.4725,0.0172356
-2.47125,-0.00893979
-2.47,-0.0250445
-2.46875,-0.0320889
-2.4675,-0.0381461
-2.46625,-0.0664483
-2.465,-0.0846799
-2.46375,-0.0527841
-2.4625,-0.0218571
-2.46125,0.00734461
-2.46,0.0244596
-2.45875,0.0325143
-2.4575,0.037898
-2.45625,0.0688944
-2.455,0.0857789
-2.45375,0.0474845
-2.4525,0.017231
-2.45125,-0.00893979
-2.45,-0.0250445
-2.44875,-0.0320889
-2.4475,-0.0381461
-2.44625,-0.0661162
-2.445,-0.0850167
-2.44375,-0.0531209
-2.4425,-0.0221938
-2.44125,0.00700785
-2.44,0.0244596
-2.43875,0.0321776
-2.4375,0.0375612
-2.43625,0.0688944
-2.435,0.0861157
-2.43375,0.0478213
-2.4325,0.0175677
-2.43125,-0.00893979
-2.43,-0.0250445
-2.42875,-0.0320889
-2.4275,-0.0384828
-2.42625,-0.0657794
-2.425,-0.0850167
-2.42375,-0.0534577
-2.4225,-0.0225306
-2.42125,0.00700785
-2.42,0.0244596
-2.41875,0.0321776
-2.4175,0.0375612
-2.41625,0.0682208
-2.415,0.0861157
-2.41375,0.0478213
-2.4125,0.0175677
-2.41125,-0.00860303
-2.41,-0.0247078
-2.40875,-0.0317521
-2.4075,-0.0381461
-2.40625,-0.0651013
-2.405,-0.0850167
-2.40375,-0.0537944
-2.4025,-0.0228674
-2.40125,0.00667108
-2.4,0.0241229
-2.39875,0.0321776
-2.3975,0.0375612
-2.39625,0.0678841
-2.395,0.0864524
-2.39375,0.0484948
-2.3925,0.0179045
-2.39125,-0.00826626
-2.39,-0.0247078
-2.38875,-0.0317521
-2.3875,-0.0381461
-2.38625,-0.0647645
-2.385,-0.0850167
-2.38375,-0.0541312
-2.3825,-0.0228674
-2.38125,0.00667108
-2.38,0.0241229
-2.37875,0.0321776
-2.3775,0.0375612
-2.37625,0.0675473
-2.375,0.0867892
-2.37375,0.0484948
-2.3725,0.0182413
-2.37125,-0.00826626
-2.37,-0.024371
-2.36875,-0.0317521
-2.3675,-0.0381461
-2.36625,-0.0651059
-2.365,-0.0853535
-2.36375,-0.0541312
-2.3625,-0.0232041
-2.36125,0.0066757
-2.36,0.0241229
-2.35875,0.0321776
-2.3575,0.0375612
-2.35625,0.0675473
-2.355,0.0864478
-2.35375,0.0491684
-2.3525,0.0182367
-2.35125,-0.00792949
-2.35,-0.0247124
-2.34875,-0.0317521
-2.3475,-0.0378093
-2.34625,-0.0647691
-2.345,-0.0853535
-2.34375,-0.0548047
-2.3425,-0.0232041
-2.34125,0.00633894
-2.34,0.0241229
-2.33875,0.0318408
-2.3375,0.0375612
-2.33625,0.0672105
-2.335,0.0867892
-2.33375,0.0495051
-2.3325,0.0189148
-2.33125,-0.00793411
-2.33,-0.0240342
-2.32875,-0.0320935
-2.3275,-0.0381461
-2.32625,-0.0640956
-2.325,-0.0856902
-2.32375,-0.0544633
-2.3225,-0.0235363
-2.32125,0.00633894
-2.32,0.0241275
-2.31875,0.0321776
-2.3175,0.0375612
-2.31625,0.0668738
-2.315,0.0867892
-2.31375,0.0498419
-2.3125,0.018578
-2.31125,-0.00793411
-2.31,-0.0240342
-2.30875,-0.0317521
-2.3075,-0.0378093
-2.30625,-0.0634174
-2.305,-0.0853489
-2.30375,-0.0548001
-2.3025,-0.023873
-2.30125,0.0056654
-2.3,0.0241275
-2.29875,0.0318408
-2.2975,0.0375612
-2.29625,0.066537
-2.295,0.0867846
-2.29375,0.0498373
-2.2925,0.0189102
-2.29125,-0.00759735
-2.29,-0.0240388
-2.28875,-0.0317521
-2.2875,-0.0381461
-2.28625,-0.0634174
-2.285,-0.0856856
-2.28375,-0.0551369
-2.2825,-0.023873
-2.28125,0.0056654
-2.28,0.0237907
-2.27875,0.0321822
-2.2775,0.0375612
-2.27625,0.0662002
-2.275,0.0867846
-2.27375,0.050174
-2.2725,0.0189102
-2.27125,-0.00725596
-2.27,-0.0236975
-2.26875,-0.0317521
-2.2675,-0.0378093
-2.26625,-0.0627439
-2.265,-0.0856856
-2.26375,-0.0554736
-2.2625,-0.0242098
-2.26125,0.00532864
-2.26,0.0237907
-2.25875,0.0318408
-2.2575,0.0375612
-2.25625,0.0655267
-2.255,0.0867846
-2.25375,0.0505108
-2.2525,0.0189102
-2.25125,-0.00726058
-2.25,-0.0240388
-2.24875,-0.0314154
-2.2475,-0.0381461
-2.24625,-0.0627439
-2.245,-0.0856856
-2.24375,-0.0561472
-2.2425,-0.0245466
-2.24125,0.00532864
-2.24,0.023454
-2.23875,0.0318408
-2.2375,0.0372198
-2.23625,0.0651899
-2.235,0.0871213
-2.23375,0.0508476
-2.2325,0.019247
-2.23125,-0.00692381
-2.23,-0.0240388
-2.22875,-0.0317568
-2.2275,-0.0381461
-2.22625,-0.0624071
-2.225,-0.0856856
-2.22375,-0.0561472
-2.2225,-0.0248833
-2.22125,0.00533326
-2.22,0.023454
-2.21875,0.0318454
-2.2175,0.0372198
-2.21625,0.0651899
-2.215,0.0871213
-2.21375,0.0515211
-2.2125,0.019247
-2.21125,-0.00692381
-2.21,-0.0240388
-2.20875,-0.0317568
-2.2075,-0.0378093
-2.20625,-0.0617336
-2.205,-0.0856856
-2.20375,-0.0564839
-2.2025,-0.0252201
-2.20125,0.0046551
-2.2,0.023454
-2.19875,0.0315086
-2.1975,0.0372198
-2.19625,0.0651899
