#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A7FEC1
#Date Time: 2018-11-30 13:32:30.339

Time (s),Math 1 (V)
-2.195,0.0871213
-2.19375,0.0515211
-2.1925,0.0199205
-2.19125,-0.00658705
-2.19,-0.0237021
-2.18875,-0.0317568
-2.1875,-0.0378093
-2.18625,-0.0617336
-2.185,-0.0853489
-2.18375,-0.0564793
-2.1825,-0.0252155
-2.18125,0.00499649
-2.18,0.023454
-2.17875,0.0315086
-2.1775,0.0372198
-2.17625,0.0641796
-2.175,0.0867846
-2.17375,0.0525314
-2.1725,0.0199205
-2.17125,-0.00658705
-2.17,-0.0233653
-2.16875,-0.03142
-2.1675,-0.0378093
-2.16625,-0.0613968
-2.165,-0.0850075
-2.16375,-0.0564793
-2.1625,-0.0252155
-2.16125,0.00465972
-2.16,0.0234586
-2.15875,0.0315086
-2.1575,0.0372198
-2.15625,0.0641796
-2.155,0.0867846
-2.15375,0.0525268
-2.1525,0.0202573
-2.15125,-0.00625028
-2.15,-0.0233653
-2.14875,-0.03142
-2.1475,-0.0378093
-2.14625,-0.0610601
-2.145,-0.0853442
-2.14375,-0.0571529
-2.1425,-0.0255522
-2.14125,0.00432296
-2.14,0.0231172
-2.13875,0.0315086
-2.1375,0.0372198
-2.13625,0.0638429
-2.135,0.0871213
-2.13375,0.0532049
-2.1325,0.020594
-2.13125,-0.0062549
-2.13,-0.0233653
-2.12875,-0.03142
-2.1275,-0.0374679
-2.12625,-0.0603865
-2.125,-0.0853442
-2.12375,-0.0574896
-2.1225,-0.025889
-2.12125,0.00432296
-2.12,0.0231218
-2.11875,0.0315086
-2.1175,0.0372198
-2.11625,0.0631693
-2.115,0.0871167
-2.11375,0.0535417
-2.1125,0.020594
-2.11125,-0.0062549
-2.11,-0.0233653
-2.10875,-0.0310832
-2.1075,-0.0374679
-2.10625,-0.0607233
-2.105,-0.085681
-2.10375,-0.0578264
-2.1025,-0.025889
-2.10125,0.00398619
-2.1,0.0231218
-2.09875,0.0315086
-2.0975,0.0372198
-2.09625,0.0631693
-2.095,0.0871167
-2.09375,0.0535371
-2.0925,0.0205894
-2.09125,-0.00591813
-2.09,-0.0230285
-2.08875,-0.0310832
-2.0875,-0.0374679
-2.08625,-0.0600498
-2.085,-0.085681
-2.08375,-0.0581632
-2.0825,-0.0262258
-2.08125,0.00398619
-2.08,0.0227804
-2.07875,0.0315086
-2.0775,0.036883
-2.07625,0.0628326
-2.075,0.0874535
-2.07375,0.0535371
-2.0725,0.0205894
-2.07125,-0.00558137
-2.07,-0.0230285
-2.06875,-0.0310832
-2.0675,-0.0374679
-2.06625,-0.0600498
-2.065,-0.0853442
-2.06375,-0.0581632
-2.0625,-0.0265625
-2.06125,0.00399081
-2.06,0.0231218
-2.05875,0.0315086
-2.0575,0.0372198
-2.05625,0.0624958
-2.055,0.0874535
-2.05375,0.0542106
-2.0525,0.0209262
-2.05125,-0.0052446
-2.05,-0.0230332
-2.04875,-0.0310832
-2.0475,-0.0374679
-2.04625,-0.0600498
-2.045,-0.085681
-2.04375,-0.0588367
-2.0425,-0.0262258
-2.04125,0.00399081
-2.04,0.0227851
-2.03875,0.0311719
-2.0375,0.0372198
-2.03625,0.062159
-2.035,0.0871167
-2.03375,0.0545474
-2.0325,0.0212629
-2.03125,-0.0052446
-2.03,-0.0230332
-2.02875,-0.0310832
-2.0275,-0.0374679
-2.02625,-0.0593762
-2.025,-0.085681
-2.02375,-0.0584953
-2.0225,-0.0268993
-2.02125,0.00365404
-2.02,0.0227851
-2.01875,0.0315086
-2.0175,0.0372198
-2.01625,0.062159
-2.015,0.0871167
-2.01375,0.0548842
-2.0125,0.0212629
-2.01125,-0.0052446
-2.01,-0.0230332
-2.00875,-0.0307465
-2.0075,-0.0374679
-2.00625,-0.0590395
-2.005,-0.085681
-2.00375,-0.0591735
-2.0025,-0.0272361
-2.00125,0.00365404
-2,0.0227851
-1.99875,0.0311719
-1.9975,0.0372198
-1.99625,0.0618223
-1.995,0.0871167
-1.99375,0.0555577
-1.9925,0.0215997
-1.99125,-0.00490783
-1.99,-0.0226964
-1.98875,-0.0307465
-1.9875,-0.0374679
-1.98625,-0.0587027
-1.985,-0.085681
-1.98375,-0.0595056
-1.9825,-0.0275728
-1.98125,0.00331728
-1.98,0.0224483
-1.97875,0.0308351
-1.9775,0.0372198
-1.97625,0.0614855
-1.975,0.0871167
-1.97375,0.0555531
-1.9725,0.0215951
-1.97125,-0.00491245
-1.97,-0.0226964
-1.96875,-0.0307465
-1.9675,-0.0374679
-1.96625,-0.0583659
-1.965,-0.085681
-1.96375,-0.0598424
-1.9625,-0.0279096
-1.96125,0.00298051
-1.96,0.0221115
-1.95875,0.0311719
-1.9575,0.0375566
-1.95625,0.060812
-1.955,0.0867753
-1.95375,0.0558898
-1.9525,0.0219318
-1.95125,-0.00457107
-1.95,-0.0226964
-1.94875,-0.0307465
-1.9475,-0.0378047
-1.94625,-0.0580292
-1.945,-0.0850028
-1.94375,-0.0601791
-1.9425,-0.0275682
-1.94125,0.00298051
-1.94,0.0221115
-1.93875,0.0308351
-1.9375,0.0375566
-1.93625,0.0604752
-1.935,0.0871121
-1.93375,0.0562266
-1.9325,0.02261
-1.93125,-0.00457569
-1.93,-0.0223596
-1.92875,-0.0307511
-1.9275,-0.0378047
-1.92625,-0.0580292
-1.925,-0.0853396
-1.92375,-0.0605159
-1.9225,-0.027905
-1.92125,0.00264374
-1.92,0.0217748
-1.91875,0.0311765
-1.9175,0.0375566
-1.91625,0.0604752
-1.915,0.0871121
-1.91375,0.0565634
-1.9125,0.0222686
-1.91125,-0.00457569
-1.91,-0.0223596
-1.90875,-0.0304097
-1.9075,-0.0374679
-1.90625,-0.0573556
-1.905,-0.0850028
-1.90375,-0.0608527
-1.9025,-0.0282418
-1.90125,0.00264836
-1.9,0.0221115
-1.89875,0.0308397
-1.8975,0.0375566
-1.89625,0.0601384
-1.895,0.0871121
-1.89375,0.0569001
-1.8925,0.0226054
-1.89125,-0.00423892
-1.89,-0.0223596
-1.88875,-0.0304097
-1.8875,-0.0374679
-1.88625,-0.0573556
-1.885,-0.0850028
-1.88375,-0.0611894
-1.8825,-0.0285785
-1.88125,0.00197021
-1.88,0.0217748
-1.87875,0.0304983
-1.8775,0.0368784
-1.87625,0.0598017
-1.875,0.0871121
-1.87375,0.0575737
-1.8725,0.0229421
-1.87125,-0.00390216
-1.87,-0.0223596
-1.86875,-0.0304143
-1.8675,-0.0374679
-1.86625,-0.0570189
-1.865,-0.0853396
-1.86375,-0.0611848
-1.8625,-0.0285785
-1.86125,0.00197483
-1.86,0.0217794
-1.85875,0.0308397
-1.8575,0.0372152
-1.85625,0.0594649
-1.855,0.0867753
-1.85375,0.057569
-1.8525,0.0232789
-1.85125,-0.00356539
-1.85,-0.0220229
-1.84875,-0.0307511
-1.8475,-0.0374679
-1.84625,-0.0563453
-1.845,-0.0853396
-1.84375,-0.0615216
-1.8425,-0.0289153
-1.84125,0.00197483
-1.84,0.0217794
-1.83875,0.0308397
-1.8375,0.0372152
-1.83625,0.0594649
-1.835,0.0867753
-1.83375,0.0582472
-1.8325,0.0232789
-1.83125,-0.00390678
-1.83,-0.0220229
-1.82875,-0.0304143
-1.8275,-0.0378047
-1.82625,-0.0563453
-1.825,-0.0850028
-1.82375,-0.0618584
-1.8225,-0.0289153
-1.82125,0.00163806
-1.82,0.0217794
-1.81875,0.0308397
-1.8175,0.0368784
-1.81625,0.0587914
-1.815,0.0867753
-1.81375,0.0585793
-1.8125,0.0236157
-1.81125,-0.00357001
-1.81,-0.0216861
-1.80875,-0.0300775
-1.8075,-0.0374679
-1.80625,-0.0560086
-1.805,-0.0853396
-1.80375,-0.0621951
-1.8025,-0.0292521
-1.80125,0.00163806
-1.8,0.0217794
-1.79875,0.030503
-1.7975,0.0368784
-1.79625,0.0587914
-1.795,0.0864386
-1.79375,0.0585793
-1.7925,0.0239524
-1.79125,-0.00323324
-1.79,-0.0216861
-1.78875,-0.0304143
-1.7875,-0.0378047
-1.78625,-0.0556718
-1.785,-0.0853396
-1.78375,-0.0625319
-1.7825,-0.0295888
-1.78125,0.0013013
-1.78,0.0217794
-1.77875,0.030503
-1.7775,0.0368784
-1.77625,0.0584546
-1.775,0.0867753
-1.77375,0.0592529
-1.7725,0.0239524
-1.77125,-0.00323324
-1.77,-0.0216907
-1.76875,-0.0300775
-1.7675,-0.0374679
-1.76625,-0.055335
-1.765,-0.0846615
-1.76375,-0.0628687
-1.7625,-0.0295842
-1.76125,0.00130592
-1.76,0.0217794
-1.75875,0.030503
-1.7575,0.0368784
-1.75625,0.0577811
-1.755,0.0867753
-1.75375,0.0595896
-1.7525,0.0242892
-1.75125,-0.00289648
-1.75,-0.0213493
-1.74875,-0.0300775
-1.7475,-0.0371265
-1.74625,-0.055335
-1.745,-0.0846615
-1.74375,-0.0632054
-1.7425,-0.0295842
-1.74125,0.000627764
-1.74,0.0214426
-1.73875,0.030503
-1.7375,0.0368784
-1.73625,0.0581178
-1.735,0.0871121
-1.73375,0.0599264
-1.7325,0.024626
-1.73125,-0.00255971
-1.73,-0.0213493
-1.72875,-0.0300775
-1.7275,-0.0371265
-1.72625,-0.0546615
-1.725,-0.0846615
-1.72375,-0.0632008
-1.7225,-0.029921
-1.72125,0.000969151
-1.72,0.0214426
-1.71875,0.030503
-1.7175,0.0368784
-1.71625,0.0577811
-1.715,0.0864339
-1.71375,0.0602632
-1.7125,0.0242846
-1.71125,-0.00255971
-1.71,-0.021354
-1.70875,-0.0297408
-1.7075,-0.0371265
-1.70625,-0.0546615
-1.705,-0.0843247
-1.70375,-0.0635376
-1.7025,-0.0302577
-1.70125,0.000632384
-1.7,0.0214426
-1.69875,0.030503
-1.6975,0.0368784
-1.69625,0.0574443
-1.695,0.0860972
-1.69375,0.0602586
-1.6925,0.0246214
-1.69125,-0.00222294
-1.69,-0.021354
-1.68875,-0.0297408
-1.6875,-0.0374679
-1.68625,-0.0546615
-1.685,-0.0846615
-1.68375,-0.0635376
-1.6825,-0.0302577
-1.68125,0.000295618
-1.68,0.0211058
-1.67875,0.0301662
-1.6775,0.0368784
-1.67625,0.0571075
-1.675,0.0864339
-1.67375,0.0605953
-1.6725,0.0246214
-1.67125,-0.00222756
-1.67,-0.021354
-1.66875,-0.0297408
-1.6675,-0.0374679
-1.66625,-0.053988
-1.665,-0.0846615
-1.66375,-0.0642111
-1.6625,-0.0309313
-1.66125,-4.11489e-05
-1.66,0.0211058
-1.65875,0.0301662
-1.6575,0.0368784
-1.65625,0.0571075
-1.655,0.0860972
-1.65375,0.0612689
-1.6525,0.0249581
-1.65125,-0.0018908
-1.65,-0.0210172
-1.64875,-0.0297408
-1.6475,-0.0371265
-1.64625,-0.053988
-1.645,-0.0843247
-1.64375,-0.0645479
-1.6425,-0.0309313
-1.64125,-0.000377915
-1.64,0.0207691
-1.63875,0.0298294
-1.6375,0.0368784
-1.63625,0.056434
-1.635,0.0860972
-1.63375,0.0616056
-1.6325,0.0249581
-1.63125,-0.0018908
-1.63,-0.0210172
-1.62875,-0.0297408
-1.6275,-0.0371265
-1.62625,-0.0536512
-1.625,-0.0846615
-1.62375,-0.0645479
-1.6225,-0.0309313
-1.62125,-3.65285e-05
-1.62,0.0207691
-1.61875,0.0298294
-1.6175,0.0368784
-1.61625,0.0560972
-1.615,0.0857604
-1.61375,0.0619424
-1.6125,0.0252949
-1.61125,-0.0018908
-1.61,-0.0210172
-1.60875,-0.0300822
-1.6075,-0.0374679
-1.60625,-0.0533144
-1.605,-0.0843247
-1.60375,-0.0648846
-1.6025,-0.031268
-1.60125,-0.000373295
-1.6,0.0207691
-1.59875,0.0298294
-1.5975,0.0365417
-1.59625,0.0554191
-1.595,0.0860972
-1.59375,0.0619378
-1.5925,0.0252903
-1.59125,-0.00189542
-1.59,-0.0213586
-1.58875,-0.0297454
-1.5875,-0.0371312
-1.58625,-0.0533144
-1.585,-0.0843247
-1.58375,-0.0652214
-1.5825,-0.0316048
-1.58125,-0.00105145
-1.58,0.0204323
-1.57875,0.0298294
-1.5775,0.0365417
-1.57625,0.0554191
-1.575,0.0864339
-1.57375,0.0626113
-1.5725,0.0259684
-1.57125,-0.00122188
-1.57,-0.0210218
-1.56875,-0.0297454
-1.5675,-0.0367898
-1.56625,-0.0533144
-1.565,-0.0843247
-1.56375,-0.0652168
-1.5625,-0.0319416
-1.56125,-0.00104683
-1.56,0.0207737
-1.55875,0.0298294
-1.5575,0.0368784
-1.55625,0.0554237
-1.555,0.0857604
-1.55375,0.0629481
-1.5525,0.0259684
-1.55125,-0.000885117
-1.55,-0.0210218
-1.54875,-0.029404
-1.5475,-0.0367898
-1.54625,-0.0526409
-1.545,-0.0843247
-1.54375,-0.0658903
-1.5425,-0.0319416
-1.54125,-0.00104683
-1.54,0.0204323
-1.53875,0.0298341
-1.5375,0.0365417
-1.53625,0.0550869
-1.535,0.0857604
-1.53375,0.0629481
-1.5325,0.0263052
-1.53125,-0.000885117
-1.53,-0.0210218
-1.52875,-0.029404
-1.5275,-0.0367898
-1.52625,-0.0526409
-1.525,-0.0839879
-1.52375,-0.0658903
-1.5225,-0.0322737
-1.52125,-0.00172036
-1.52,0.0204369
-1.51875,0.0298341
-1.5175,0.0365417
-1.51625,0.0544088
-1.515,0.0857604
-1.51375,0.0632848
-1.5125,0.0263052
-1.51125,-0.00054835
-1.51,-0.0203437
-1.50875,-0.029404
-1.5075,-0.0367898
-1.50625,-0.0523041
-1.505,-0.0836465
-1.50375,-0.0662271
-1.5025,-0.0322737
-1.50125,-0.00137897
-1.5,0.0204369
-1.49875,0.0298341
-1.4975,0.0365417
-1.49625,0.0547502
-1.495,0.0857604
-1.49375,0.0639584
-1.4925,0.026642
-1.49125,-0.00054835
-1.49,-0.0203437
-1.48875,-0.0294086
-1.4875,-0.036453
-1.48625,-0.0519674
-1.485,-0.0836465
-1.48375,-0.0669006
-1.4825,-0.0326105
-1.48125,-0.00137897
-1.48,0.0204369
-1.47875,0.0298341
-1.4775,0.0365417
-1.47625,0.0544134
-1.475,0.0857604
-1.47375,0.0642951
-1.4725,0.026642
-1.47125,-0.000211583
-1.47,-0.0203483
-1.46875,-0.0294086
-1.4675,-0.0367898
-1.46625,-0.0519674
-1.465,-0.0836465
-1.46375,-0.066896
-1.4625,-0.0329472
-1.46125,-0.00171574
-1.46,0.0201002
-1.45875,0.0298341
-1.4575,0.0365417
-1.45625,0.0533985
-1.455,0.0850823
-1.45375,0.0646319
-1.4525,0.0266373
-1.45125,0.000125183
-1.45,-0.0203483
-1.44875,-0.0294086
-1.4475,-0.036453
-1.44625,-0.0516306
-1.445,-0.0836465
-1.44375,-0.0672328
-1.4425,-0.0329472
-1.44125,-0.00205251
-1.44,0.0197634
-1.43875,0.0294973
-1.4375,0.0365417
-1.43625,0.0533985
-1.435,0.0850823
-1.43375,0.0646273
-1.4325,0.0269741
-1.43125,-0.000216204
-1.43,-0.0203483
-1.42875,-0.0294086
-1.4275,-0.0367898
-1.42625,-0.0512938
-1.425,-0.0836512
-1.42375,-0.0675695
-1.4225,-0.033284
-1.42125,-0.00238927
-1.42,0.0197634
-1.41875,0.0298341
-1.4175,0.0362003
-1.41625,0.0530617
-1.415,0.0850823
-1.41375,0.064964
-1.4125,0.0273109
-1.41125,0.000457329
-1.41,-0.0200115
-1.40875,-0.0294086
-1.4075,-0.036453
-1.40625,-0.0512938
-1.405,-0.0833098
-1.40375,-0.0679063
-1.4025,-0.0336208
-1.40125,-0.00272604
-1.4,0.0194266
-1.39875,0.0294973
-1.3975,0.0362049
-1.39625,0.0527249
-1.395,0.0850823
-1.39375,0.0653008
-1.3925,0.0276476
-1.39125,0.000457329
-1.39,-0.0200115
-1.38875,-0.0294086
-1.3875,-0.036453
-1.38625,-0.0509571
-1.385,-0.082973
-1.38375,-0.0682431
-1.3825,-0.0339575
-1.38125,-0.00272604
-1.38,0.0194266
-1.37875,0.0294973
-1.3775,0.0362049
-1.37625,0.0527249
-1.375,0.0850823
-1.37375,0.0659743
-1.3725,0.0276476
-1.37125,0.000794096
-1.37,-0.0200115
-1.36875,-0.0294086
-1.3675,-0.036453
-1.36625,-0.0506203
-1.365,-0.082973
-1.36375,-0.0685798
-1.3625,-0.0342943
-1.36125,-0.00339957
-1.36,0.0194312
-1.35875,0.0294973
-1.3575,0.0362049
-1.35625,0.0523882
-1.355,0.0850823
-1.35375,0.0659743
-1.3525,0.0276476
-1.35125,0.000794096
-1.35,-0.0200115
-1.34875,-0.0294086
-1.3475,-0.036453
-1.34625,-0.0506203
-1.345,-0.082973
-1.34375,-0.0682384
-1.3425,-0.0342943
-1.34125,-0.00305819
-1.34,0.0190899
-1.33875,0.0294973
-1.3375,0.0362049
-1.33625,0.0520514
-1.335,0.0847455
-1.33375,0.0663065
-1.3325,0.0279844
-1.33125,0.00113086
-1.33,-0.0196747
-1.32875,-0.0290719
-1.3275,-0.036453
-1.32625,-0.0502835
-1.325,-0.082973
-1.32375,-0.0685752
-1.3225,-0.0342943
-1.32125,-0.00339495
-1.32,0.0190945
-1.31875,0.0294973
-1.3175,0.0358635
-1.31625,0.0517146
-1.315,0.0847455
-1.31375,0.0666433
-1.3125,0.0283212
-1.31125,0.00112624
-1.31,-0.0196747
-1.30875,-0.0290719
-1.3075,-0.036453
-1.30625,-0.0499468
-1.305,-0.082973
-1.30375,-0.0692487
-1.3025,-0.0346311
-1.30125,-0.00373172
-1.3,0.0190945
-1.29875,0.0291605
-1.2975,0.0358635
-1.29625,0.0517146
-1.295,0.0847455
-1.29375,0.06698
-1.2925,0.0286579
-1.29125,0.00146301
-1.29,-0.0196794
-1.28875,-0.0290719
-1.2875,-0.036453
-1.28625,-0.04961
-1.285,-0.0826362
-1.28375,-0.0692487
-1.2825,-0.0349678
-1.28125,-0.00406849
-1.28,0.0190945
-1.27875,0.0291605
-1.2775,0.0358681
-1.27625,0.0513779
-1.275,0.0847455
-1.27375,0.0673168
-1.2725,0.0286579
-1.27125,0.00146301
-1.27,-0.0196794
-1.26875,-0.0290719
-1.2675,-0.036453
-1.26625,-0.04961
-1.265,-0.0826362
-1.26375,-0.0695855
-1.2625,-0.0349678
-1.26125,-0.00440525
-1.26,0.0190945
-1.25875,0.0294973
-1.2575,0.0358635
-1.25625,0.0510411
-1.255,0.0844087
-1.25375,0.0676536
-1.2525,0.0286533
-1.25125,0.00179978
-1.25,-0.0196794
-1.24875,-0.0290719
-1.2475,-0.0361162
-1.24625,-0.0492732
-1.245,-0.0826362
-1.24375,-0.0699223
-1.2425,-0.0353046
-1.24125,-0.00440525
-1.24,0.0190945
-1.23875,0.0291605
-1.2375,0.0358681
-1.23625,0.0507043
-1.235,0.0844087
-1.23375,0.0679903
-1.2325,0.0289947
-1.23125,0.00213654
-1.23,-0.0193426
-1.22875,-0.0290719
-1.2275,-0.036453
-1.22625,-0.0489365
-1.225,-0.0822995
-1.22375,-0.0699177
-1.2225,-0.0353
-1.22125,-0.00440063
-1.22,0.0187577
-1.21875,0.0291605
-1.2175,0.0358681
-1.21625,0.0507043
-1.215,0.0844087
-1.21375,0.0683271
-1.2125,0.0293315
-1.21125,0.00213654
-1.21,-0.0193426
-1.20875,-0.0287351
-1.2075,-0.0361162
-1.20625,-0.0489365
-1.205,-0.0819581
-1.20375,-0.0702544
-1.2025,-0.0356368
-1.20125,-0.0047374
-1.2,0.0187577
-1.19875,0.0291605
-1.1975,0.0358681
-1.19625,0.0503676
-1.195,0.084072
-1.19375,0.0686592
-1.1925,0.0293269
-1.19125,0.00247331
-1.19,-0.0190058
-1.18875,-0.0287351
-1.1875,-0.0361162
-1.18625,-0.0485997
-1.185,-0.0822995
-1.18375,-0.0705912
-1.1825,-0.0359735
-1.18125,-0.00507417
-1.18,0.018421
-1.17875,0.0291605
-1.1775,0.0358681
-1.17625,0.0503676
-1.175,0.084072
-1.17375,0.068996
-1.1725,0.0293269
-1.17125,0.00281008
-1.17,-0.0190058
-1.16875,-0.0287351
-1.1675,-0.0361162
-1.16625,-0.0479216
-1.165,-0.0816213
-1.16375,-0.070928
-1.1625,-0.0359735
-1.16125,-0.00541093
-1.16,0.0184256
-1.15875,0.0291605
-1.1575,0.0358681
-1.15625,0.0500308
-1.155,0.084072
-1.15375,0.0693328
-1.1525,0.0296636
-1.15125,0.00280546
-1.15,-0.0186691
-1.14875,-0.0287351
-1.1475,-0.0357795
-1.14625,-0.0482629
-1.145,-0.0819581
-1.14375,-0.0712647
-1.1425,-0.0359735
-1.14125,-0.0057477
-1.14,0.0180842
-1.13875,0.0288238
-1.1375,0.0355267
-1.13625,0.049694
-1.135,0.0837306
-1.13375,0.0696695
-1.1325,0.0300004
-1.13125,0.00314222
-1.13,-0.0186691
-1.12875,-0.0290719
-1.1275,-0.0361162
-1.12625,-0.0479262
-1.125,-0.0816213
-1.12375,-0.0716015
-1.1225,-0.0363103
-1.12125,-0.0057477
-1.12,0.0184256
-1.11875,0.0288238
-1.1175,0.0358681
-1.11625,0.049694
-1.115,0.0837306
-1.11375,0.0700063
-1.1125,0.0300004
-1.11125,0.00347899
-1.11,-0.0183323
-1.10875,-0.0287351
-1.1075,-0.0357795
-1.10625,-0.0475848
-1.105,-0.0816213
-1.10375,-0.0715969
-1.1025,-0.0366471
-1.10125,-0.00574308
-1.1,0.0180888
-1.09875,0.0288238
-1.0975,0.0355314
-1.09625,0.0490205
-1.095,0.0837306
-1.09375,0.0703385
-1.0925,0.0303372
-1.09125,0.00347899
-1.09,-0.0183323
-1.08875,-0.0287351
-1.0875,-0.0357795
-1.08625,-0.047248
-1.085,-0.0812845
-1.08375,-0.0715969
-1.0825,-0.0366471
-1.08125,-0.00607985
-1.08,0.0180888
-1.07875,0.0288238
-1.0775,0.0358681
-1.07625,0.0490205
-1.075,0.0833938
-1.07375,0.0706752
-1.0725,0.0306739
-1.07125,0.00347437
-1.07,-0.0183323
-1.06875,-0.0287351
-1.0675,-0.0357795
-1.06625,-0.0469113
-1.065,-0.0812845
-1.06375,-0.0719336
-1.0625,-0.0369838
-1.06125,-0.00641661
-1.06,0.0177474
-1.05875,0.0288238
-1.0575,0.0355314
-1.05625,0.0486837
-1.055,0.0833938
-1.05375,0.071012
-1.0525,0.0306739
-1.05125,0.00347437
-1.05,-0.0183369
-1.04875,-0.0283983
-1.0475,-0.0357795
-1.04625,-0.0469113
-1.045,-0.0812845
-1.04375,-0.0722704
-1.0425,-0.0373206
-1.04125,-0.00675338
-1.04,0.017752
-1.03875,0.0288238
-1.0375,0.0355314
-1.03625,0.048347
-1.035,0.0833938
-1.03375,0.0713488
-1.0325,0.0310107
-1.03125,0.00381113
-1.03,-0.0183369
-1.02875,-0.0283983
-1.0275,-0.0357795
-1.02625,-0.0465745
-1.025,-0.0809478
-1.02375,-0.0726072
-1.0225,-0.0373206
-1.02125,-0.00675338
-1.02,0.017752
-1.01875,0.0288284
-1.0175,0.0355314
-1.01625,0.0480102
-1.015,0.083057
-1.01375,0.0716855
-1.0125,0.0310107
-1.01125,0.0041479
-1.01,-0.0180001
-1.00875,-0.0283983
-1.0075,-0.0354427
-1.00625,-0.0465791
-1.005,-0.0809478
-1.00375,-0.0729439
-1.0025,-0.0376574
-1.00125,-0.00674876
-1,0.0174153
-0.99875,0.0288284
-0.9975,0.0355314
-0.99625,0.0480102
-0.995,0.083057
-0.99375,0.0716855
-0.9925,0.0313475
-0.99125,0.00482143
-0.99,-0.0180001
-0.98875,-0.0283983
-0.9875,-0.0354427
-0.98625,-0.0462377
-0.985,-0.0809478
-0.98375,-0.0729393
-0.9825,-0.0379941
-0.98125,-0.00708553
-0.98,0.0174153
-0.97875,0.0288284
-0.9775,0.0355314
-0.97625,0.0480102
-0.975,0.083057
-0.97375,0.0723591
-0.9725,0.0316842
-0.97125,0.00448467
-0.97,-0.0180001
-0.96875,-0.0283983
-0.9675,-0.0354427
-0.96625,-0.045901
-0.965,-0.0809478
-0.96375,-0.0732761
-0.9625,-0.0376527
-0.96125,-0.00708553
-0.96,0.0170785
-0.95875,0.0288284
-0.9575,0.0355314
-0.95625,0.0476734
-0.955,0.0827203
-0.95375,0.0723544
-0.9525,0.0316842
-0.95125,0.00481681
-0.95,-0.0176634
-0.94875,-0.028403
-0.9475,-0.0354427
-0.94625,-0.045901
-0.945,-0.0809478
-0.94375,-0.0736128
-0.9425,-0.0379895
-0.94125,-0.00775906
-0.94,0.0170785
-0.93875,0.0284916
-0.9375,0.0351946
-0.93625,0.0473367
-0.935,0.0827203
-0.93375,0.0723544
-0.9325,0.0316796
-0.93125,0.00515358
-0.93,-0.0176634
-0.92875,-0.028403
-0.9275,-0.0354427
-0.92625,-0.0459056
-0.925,-0.0799375
-0.92375,-0.0736128
-0.9225,-0.038663
-0.92125,-0.00775906
-0.92,0.0167417
-0.91875,0.0284916
-0.9175,0.0351946
-0.91625,0.0469953
-0.915,0.0820467
-0.91375,0.073028
-0.9125,0.0320164
-0.91125,0.00515358
-0.91,-0.0173266
-0.90875,-0.028403
-0.9075,-0.0351059
-0.90625,-0.0455642
-0.905,-0.0799375
-0.90375,-0.0742864
-0.9025,-0.0389998
-0.90125,-0.00809121
-0.9,0.0167417
-0.89875,0.0284916
-0.8975,0.0351946
-0.89625,0.0469999
-0.895,0.0820467
-0.89375,0.0733647
-0.8925,0.0323531
-0.89125,0.00549035
-0.89,-0.0169898
-0.88875,-0.0280662
-0.8875,-0.0351059
-0.88625,-0.0452274
-0.885,-0.0799375
-0.88375,-0.0746231
-0.8825,-0.0389998
-0.88125,-0.00809121
-0.88,0.0167464
-0.87875,0.0284916
-0.8775,0.0348578
-0.87625,0.0466631
-0.875,0.0820467
-0.87375,0.0737015
-0.8725,0.0323531
-0.87125,0.00582711
-0.87,-0.0169898
-0.86875,-0.0277248
-0.8675,-0.0351059
-0.86625,-0.0452274
-0.865,-0.0799375
-0.86375,-0.0746185
-0.8625,-0.0393366
-0.86125,-0.00876474
-0.86,0.0164096
-0.85875,0.0284916
-0.8575,0.0351946
-0.85625,0.0466631
-0.855,0.0823835
-0.85375,0.0740383
-0.8525,0.0326899
-0.85125,0.00548573
-0.85,-0.0169898
-0.84875,-0.0280662
-0.8475,-0.0351059
-0.84625,-0.0448907
-0.845,-0.0795961
-0.84375,-0.0746185
-0.8425,-0.0393366
-0.84125,-0.00876474
-0.84,0.0164096
-0.83875,0.0284916
-0.8375,0.0351946
-0.83625,0.0463264
-0.835,0.0820467
-0.83375,0.0740336
-0.8325,0.0326899
-0.83125,0.00582711
-0.83,-0.0169898
-0.82875,-0.0280662
-0.8275,-0.0351059
-0.82625,-0.0445539
-0.825,-0.0796007
-0.82375,-0.0752921
-0.8225,-0.0396733
-0.82125,-0.0091015
-0.82,0.0164096
-0.81875,0.0281548
-0.8175,0.0348578
-0.81625,0.045985
-0.815,0.0817054
-0.81375,0.0747072
-0.8125,0.0330267
-0.81125,0.00615926
-0.81,-0.0166531
-0.80875,-0.0280662
-0.8075,-0.0351059
-0.80625,-0.0445539
-0.805,-0.0796007
-0.80375,-0.0756288
-0.8025,-0.0400101
-0.80125,-0.00943827
-0.8,0.0160728
-0.79875,0.0281548
-0.7975,0.0348578
-0.79625,0.0459896
-0.795,0.0813686
-0.79375,0.0747072
-0.7925,0.0333634
-0.79125,0.00615926
-0.79,-0.0166577
-0.78875,-0.0280662
-0.7875,-0.0351059
-0.78625,-0.0445539
-0.785,-0.0792593
-0.78375,-0.0756288
-0.7825,-0.0400101
-0.78125,-0.00943827
-0.78,0.0160728
-0.77875,0.0281548
-0.7775,0.0348578
-0.77625,0.0456528
-0.775,0.0810318
-0.77375,0.0750439
-0.7725,0.0337002
-0.77125,0.00649603
-0.77,-0.0166577
-0.76875,-0.0280662
