Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
8000000.00,20180516_1956_05,401.60,486.50,888.10,0.0000,0.0000,0.0000,20180516_1948_36,20180516_1956_05,3,401.60,401.66,401.72,486.50,486.87,487.60,888.10,888.53,889.32
8010000.00,20180516_1956_06,401.60,486.50,888.10,0.0000,0.0000,0.0000,20180516_1948_36,20180516_1956_06,3,401.60,401.66,401.72,486.50,487.08,487.60,888.10,888.74,889.32
8020013.00,20180516_1956_06,401.60,486.50,888.10,0.0000,0.0000,0.0000,20180516_1948_36,20180516_1956_06,3,401.60,401.72,401.79,486.50,487.09,487.63,888.10,888.81,889.42
8030038.00,20180516_1956_06,401.60,486.98,888.58,0.0000,0.0986,0.0540,20180516_1948_36,20180516_1956_06,3,401.60,401.72,401.79,486.98,487.35,487.63,888.58,889.07,889.42
8040075.00,20180516_1956_06,401.66,486.98,888.64,0.0149,0.0739,0.0473,20180516_1948_36,20180516_1956_06,3,401.66,401.87,402.16,486.98,487.35,487.64,888.64,889.22,889.60
8050125.00,20180516_1956_06,401.66,487.27,888.93,0.0120,0.1186,0.0704,20180516_1948_36,20180516_1956_06,3,401.66,402.00,402.19,487.27,487.45,487.64,888.93,889.45,889.83
8060188.00,20180516_1956_06,402.12,487.27,889.39,0.1243,0.0988,0.1104,20180516_1948_36,20180516_1956_06,3,402.12,402.16,402.19,487.27,487.53,487.69,889.39,889.69,889.85
8070263.00,20180516_1956_06,402.12,487.27,889.39,0.1066,0.0847,0.0946,20180516_1948_36,20180516_1956_06,3,402.12,402.19,402.25,487.27,487.68,488.07,889.39,889.86,890.26
8080351.00,20180516_1956_06,402.12,487.56,889.68,0.0933,0.1336,0.1153,20180516_1948_36,20180516_1956_06,3,402.12,402.19,402.25,487.56,487.77,488.07,889.68,889.96,890.27
8090452.00,20180516_1956_06,402.14,487.56,889.70,0.0879,0.1187,0.1048,20180516_1948_36,20180516_1956_06,3,402.14,402.20,402.25,487.56,487.77,488.07,889.70,889.97,890.27
8100565.00,20180516_1956_06,402.14,487.56,889.70,0.0791,0.1069,0.0943,20180516_1948_36,20180516_1956_06,3,402.14,402.20,402.25,487.56,487.82,488.20,889.70,890.01,890.40
8110690.00,20180516_1956_06,402.14,487.56,889.70,0.0719,0.0971,0.0857,20180516_1948_36,20180516_1956_06,3,402.14,402.21,402.25,487.56,487.91,488.20,889.70,890.12,890.45
8120829.00,20180516_1956_06,402.16,487.56,889.72,0.0709,0.0891,0.0808,20180516_1948_36,20180516_1956_06,3,402.16,402.28,402.43,487.56,487.91,488.20,889.72,890.19,890.45
8130980.00,20180516_1956_07,402.16,487.97,890.13,0.0654,0.1661,0.1206,20180516_1948_37,20180516_1956_07,3,402.16,402.28,402.43,487.96,488.05,488.23,890.13,890.33,890.48
8141143.00,20180516_1956_07,402.64,487.97,890.61,0.1799,0.1543,0.1659,20180516_1948_37,20180516_1956_07,3,402.43,402.60,402.73,487.97,488.17,488.32,890.61,890.77,890.96
8151320.00,20180516_1956_07,402.64,487.97,890.61,0.1679,0.1440,0.1548,20180516_1948_37,20180516_1956_07,3,402.64,402.75,402.89,487.97,488.17,488.32,890.61,890.93,891.21
