Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
41000.00,20180507_1610_41,110.51,535.62,646.13,0.0000,0.0000,0.0000,20180425_0817_31,20180507_1610_41,7,110.12,131.15,155.53,532.09,534.67,537.01,646.13,665.81,687.62
41051.25,20180507_1610_41,110.57,535.62,646.19,0.0543,0.0000,0.0093,20180425_0817_31,20180507_1610_41,7,110.13,131.18,155.53,532.12,534.67,537.01,646.19,665.85,687.65
41102.56,20180507_1610_42,110.57,535.65,646.22,0.0271,0.0056,0.0093,20180425_0817_32,20180507_1610_42,7,110.13,131.06,155.04,532.12,534.68,537.01,646.22,665.74,687.16
41153.94,20180507_1610_42,110.66,535.65,646.31,0.0994,0.0037,0.0201,20180425_0817_32,20180507_1610_42,7,110.13,131.09,155.04,532.12,534.68,536.98,646.31,665.77,687.16
41205.38,20180507_1610_42,110.66,535.65,646.31,0.0746,0.0028,0.0151,20180425_0817_32,20180507_1610_42,7,110.12,131.07,155.04,532.13,534.68,536.98,646.31,665.75,687.17
41256.89,20180507_1610_42,110.66,536.25,646.91,0.0596,0.1141,0.1048,20180425_0817_32,20180507_1610_42,7,110.12,131.06,154.97,532.13,534.77,536.98,646.64,665.83,687.10
41308.46,20180507_1610_42,110.55,536.25,646.80,0.0498,0.0951,0.0703,20180425_0817_32,20180507_1610_42,7,110.12,131.00,154.97,532.13,534.77,536.98,646.64,665.77,687.10
41360.10,20180507_1610_42,110.55,536.25,646.80,0.0426,0.0815,0.0603,20180425_0817_32,20180507_1610_42,7,110.12,130.96,154.97,532.07,534.78,536.98,646.74,665.74,687.04
41411.80,20180507_1610_42,110.49,536.26,646.75,0.0916,0.0732,0.0450,20180425_0817_32,20180507_1610_42,7,110.10,130.95,154.95,532.07,534.79,536.98,646.72,665.74,687.02
41463.56,20180507_1610_42,110.49,536.26,646.75,0.0815,0.0651,0.0400,20180425_0817_32,20180507_1610_42,7,110.10,130.93,154.95,532.07,534.80,537.01,646.75,665.73,687.02
41515.39,20180507_1610_42,110.49,536.32,646.81,0.0733,0.0697,0.0453,20180425_0817_32,20180507_1610_42,7,109.95,130.88,154.95,532.10,534.82,537.01,646.66,665.70,687.05
41567.28,20180507_1610_42,110.49,536.32,646.81,0.0666,0.0634,0.0412,20180425_0817_32,20180507_1610_42,7,109.95,130.82,154.96,532.10,534.80,537.01,646.66,665.62,687.06
41619.24,20180507_1610_42,110.49,536.32,646.81,0.0611,0.0581,0.0378,20180425_0817_32,20180507_1610_42,7,109.95,130.80,154.96,532.10,534.78,537.01,646.54,665.59,687.06
41671.26,20180507_1610_42,110.49,536.74,647.23,0.0564,0.1319,0.0997,20180425_0817_32,20180507_1610_42,7,109.51,130.69,154.96,532.08,534.84,537.01,646.10,665.53,687.04
41723.35,20180507_1610_42,110.49,536.74,647.23,0.0524,0.1224,0.0926,20180425_0817_32,20180507_1610_42,7,109.51,130.66,154.84,532.08,534.84,537.01,646.10,665.51,686.92
41775.50,20180507_1610_43,110.49,536.74,647.23,0.0489,0.1143,0.0864,20180425_0817_32,20180507_1610_43,7,109.51,130.66,154.84,532.10,534.84,537.04,646.05,665.51,686.94
41827.72,20180507_1610_43,110.49,536.74,647.23,0.0458,0.1071,0.0810,20180425_0817_33,20180507_1610_43,7,109.50,130.58,154.41,532.10,534.84,537.04,646.04,665.42,686.51
41880.00,20180507_1610_43,110.49,536.80,647.29,0.0431,0.1120,0.0855,20180425_0817_33,20180507_1610_43,7,109.50,130.58,154.41,532.10,534.86,537.04,646.04,665.44,686.51
41932.35,20180507_1610_43,110.45,536.80,647.25,0.0770,0.1058,0.0746,20180425_0817_33,20180507_1610_43,7,109.50,130.53,154.41,532.26,534.91,536.98,646.19,665.44,686.78
41984.77,20180507_1610_43,110.45,536.82,647.27,0.0729,0.1039,0.0738,20180425_0817_33,20180507_1610_43,7,109.50,130.42,154.41,532.26,534.91,536.98,646.19,665.34,686.78
42037.25,20180507_1610_43,110.02,536.82,646.84,0.4604,0.0987,0.0036,20180425_0817_33,20180507_1610_43,7,109.50,130.35,154.34,532.30,534.92,536.98,646.19,665.27,686.71
42089.80,20180507_1610_43,110.02,536.82,646.84,0.4381,0.0876,0.0018,20180425_0817_33,20180507_1610_43,7,109.50,130.31,154.34,532.30,534.93,536.99,646.23,665.24,686.71
42142.41,20180507_1610_43,110.02,536.82,646.84,0.4131,0.0764,0.0069,20180425_0817_33,20180507_1610_43,7,109.50,130.26,154.33,532.30,534.95,536.99,646.23,665.21,686.83
42195.09,20180507_1610_43,110.02,536.80,646.82,0.3881,0.0618,0.0148,20180425_0817_33,20180507_1610_43,7,109.50,130.26,154.33,532.25,534.94,536.99,646.23,665.20,686.83
42247.83,20180507_1610_43,109.87,536.80,646.67,0.4960,0.0510,0.0419,20180425_0817_33,20180507_1610_43,7,109.50,130.23,154.33,532.25,534.94,537.02,646.08,665.17,686.94
42300.64,20180507_1610_43,109.87,536.80,646.67,0.4601,0.0403,0.0447,20180425_0817_33,20180507_1610_43,7,109.39,130.16,154.34,532.25,534.94,537.02,645.97,665.10,686.95
42353.52,20180507_1610_43,109.87,536.82,646.69,0.4241,0.0389,0.0397,20180425_0817_33,20180507_1610_43,7,109.39,130.16,154.34,532.30,534.95,537.02,645.97,665.11,686.95
42406.46,20180507_1610_43,109.87,536.82,646.69,0.3932,0.0336,0.0389,20180425_0817_33,20180507_1610_43,7,109.39,130.16,154.34,532.30,534.98,537.02,646.06,665.13,687.02
42459.47,20180507_1610_44,109.87,536.82,646.69,0.3622,0.0283,0.0380,20180425_0817_33,20180507_1610_44,7,109.04,130.10,154.34,532.30,534.98,537.02,645.71,665.07,687.02
42512.54,20180507_1610_44,109.87,536.76,646.63,0.3340,0.0119,0.0469,20180425_0817_34,20180507_1610_44,7,109.04,130.01,153.95,532.23,534.95,537.02,645.71,664.96,686.63
42565.68,20180507_1610_44,109.86,536.76,646.62,0.3149,0.0073,0.0475,20180425_0817_34,20180507_1610_44,7,109.04,129.93,153.95,532.23,534.97,537.02,645.76,664.90,686.63
42618.89,20180507_1610_44,109.86,536.76,646.62,0.2863,0.0032,0.0460,20180425_0817_34,20180507_1610_44,7,108.92,129.84,153.95,532.23,534.97,536.99,645.64,664.81,686.63
42672.16,20180507_1610_44,109.86,536.82,646.68,0.2576,0.0102,0.0353,20180425_0817_34,20180507_1610_44,7,108.92,129.81,153.71,532.29,534.98,536.99,645.64,664.79,686.39
